,Beach Name,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life
2966,Rainbow Beach,20.3,0.67,1.605,0.17,3.0,11.0
4452,Rainbow Beach,16.4,0.72,1.43,0.161,3.0,12.3
4440,Rainbow Beach,16.2,0.89,1.479,0.161,2.0,12.4
158,Montrose Beach,18.4,2.64,1.4269999999999998,0.218,2.0,11.8
851,Calumet Beach,18.2,1.28,1.2790000000000001,0.08199999999999999,4.0,11.1
4917,Ohio Street Beach,19.6,0.85,1.775,0.114,2.0,12.0
7096,Rainbow Beach,0.0,0.0,1.79,0.509,6.0,10.8
10718,Montrose Beach,22.6,0.58,1.689,0.106,7.0,10.6
479,Montrose Beach,16.3,0.25,1.379,0.091,4.0,11.5
10651,Osterman Beach,23.8,1.24,1.3359999999999999,0.11199999999999999,4.0,10.4
8429,Montrose Beach,19.7,1.87,1.754,0.136,3.0,11.2
6675,Calumet Beach,20.0,0.88,1.46,0.064,9.0,11.6
7471,Montrose Beach,18.1,3.07,1.607,0.106,8.0,11.5
1546,63rd Street Beach,16.2,0.55,1.511,0.096,2.0,11.6
1267,Ohio Street Beach,16.9,1.66,1.594,0.138,3.0,11.3
5993,Montrose Beach,17.4,0.75,1.74,0.205,8.0,11.9
4398,Ohio Street Beach,21.8,1.29,1.588,0.134,4.0,10.5
8662,Calumet Beach,21.4,1.36,1.51,0.064,3.0,11.0
2664,Montrose Beach,18.5,0.61,1.673,0.249,3.0,10.9
2982,Osterman Beach,20.2,2.77,1.389,0.146,3.0,11.3
4758,Calumet Beach,21.1,1.08,1.524,0.136,3.0,12.2
1358,Calumet Beach,18.4,0.92,1.4369999999999998,0.07200000000000001,3.0,11.0
7218,Rainbow Beach,0.0,0.0,1.695,0.258,4.0,10.6
9165,Osterman Beach,21.4,7.96,1.4080000000000001,0.257,4.0,10.9
75,Calumet Beach,16.4,1.74,1.4369999999999998,0.17600000000000002,4.0,11.7
5201,Osterman Beach,15.3,0.41,1.327,0.16,3.0,12.1
8770,Calumet Beach,21.9,1.13,1.429,0.111,4.0,11.0
2838,Montrose Beach,18.5,3.57,1.7180000000000002,0.249,4.0,10.8
4610,63rd Street Beach,20.1,0.14,1.8319999999999999,0.196,3.0,12.2
147,Montrose Beach,17.6,2.85,1.431,0.15,3.0,11.8
10294,Montrose Beach,21.6,2.2,1.611,0.16399999999999998,2.0,10.8
8646,Ohio Street Beach,20.7,2.05,1.835,0.08800000000000001,6.0,10.7
10407,Calumet Beach,22.0,0.9,1.4569999999999999,0.185,4.0,10.5
4874,63rd Street Beach,20.1,0.35,1.8659999999999999,0.166,2.0,11.9
4700,Montrose Beach,18.8,0.17,1.757,0.24100000000000002,3.0,12.9
7394,Osterman Beach,17.3,3.91,1.295,0.092,4.0,11.4
7336,Osterman Beach,17.6,5.78,1.264,0.11699999999999999,3.0,11.4
786,Ohio Street Beach,15.7,7.43,1.6469999999999998,0.256,5.0,11.6
6262,Ohio Street Beach,22.7,0.97,1.78,0.185,5.0,11.4
6493,Rainbow Beach,21.1,1.08,1.608,0.165,3.0,11.3
11364,Ohio Street Beach,23.3,14.64,1.827,0.226,4.0,9.2
4850,Osterman Beach,17.1,1.16,1.381,0.21100000000000002,3.0,12.4
3687,Montrose Beach,16.4,1.3,1.6969999999999998,0.265,4.0,10.5
9569,Ohio Street Beach,23.5,153.23,1.7309999999999999,0.138,3.0,10.5
1881,Montrose Beach,16.7,0.63,1.663,0.213,3.0,10.9
10862,Montrose Beach,23.7,0.27,1.777,0.151,3.0,10.5
9943,Ohio Street Beach,21.3,166.83,1.7830000000000001,0.20600000000000002,7.0,10.4
2588,Osterman Beach,19.4,0.6,1.32,0.087,6.0,11.4
4486,Calumet Beach,17.1,1.89,1.391,0.105,3.0,12.6
3834,63rd Street Beach,19.0,1.19,1.865,0.21600000000000003,4.0,10.8
7954,Montrose Beach,19.0,10.92,1.65,0.183,4.0,11.4
3424,Ohio Street Beach,20.6,1.35,1.633,0.138,2.0,10.7
1037,Calumet Beach,18.9,1.02,1.361,0.115,2.0,11.0
641,Montrose Beach,14.8,23.8,1.6340000000000001,0.324,4.0,11.3
494,Montrose Beach,16.4,0.29,1.4180000000000001,0.086,3.0,11.5
7201,Ohio Street Beach,15.7,5.37,1.767,0.10800000000000001,3.0,11.1
7355,Ohio Street Beach,17.7,3.74,1.732,0.14300000000000002,4.0,11.1
3626,Calumet Beach,18.5,2.33,1.402,0.06,9.0,10.4
11332,Osterman Beach,22.9,4.5,1.3319999999999999,0.253,4.0,9.6
6864,Ohio Street Beach,20.4,3.62,1.733,0.315,7.0,11.3
9703,Calumet Beach,22.9,0.65,1.464,0.139,4.0,10.7
4859,Calumet Beach,18.7,1.95,1.311,0.09,3.0,11.9
4430,Montrose Beach,15.9,0.14,1.564,0.155,2.0,10.2
5653,Rainbow Beach,18.8,2.8,1.6019999999999999,0.304,4.0,11.4
6300,Rainbow Beach,21.3,1.34,1.636,0.135,5.0,11.3
409,Calumet Beach,18.9,1.68,1.3969999999999998,0.10099999999999999,3.0,11.4
2684,Rainbow Beach,20.1,0.85,1.615,0.255,3.0,11.0
3182,Montrose Beach,18.5,0.23,1.6640000000000001,0.138,3.0,10.7
451,Calumet Beach,21.4,1.43,1.4580000000000002,0.154,2.0,11.4
3419,Calumet Beach,18.5,2.35,1.415,0.063,2.0,10.4
6530,Calumet Beach,22.6,1.26,1.46,0.086,3.0,11.6
1880,63rd Street Beach,18.5,0.61,1.7819999999999998,0.16899999999999998,3.0,11.4
10425,Osterman Beach,21.5,8.4,1.499,0.34299999999999997,5.0,10.5
4414,Montrose Beach,16.8,0.21,1.571,0.142,8.0,10.1
3271,63rd Street Beach,19.5,0.62,1.729,0.14,3.0,11.1
4304,Calumet Beach,18.2,1.53,1.196,0.09300000000000001,2.0,10.1
11139,Ohio Street Beach,23.7,9.89,1.8459999999999999,0.086,2.0,9.5
2381,63rd Street Beach,19.4,0.66,1.723,0.139,6.0,11.3
2708,Rainbow Beach,20.4,2.29,1.5959999999999999,0.344,4.0,11.0
9418,Ohio Street Beach,23.0,655.98,1.8630000000000002,0.249,4.0,10.6
10948,Ohio Street Beach,23.1,45.62,1.837,0.11900000000000001,3.0,9.8
2202,Calumet Beach,19.3,1.42,1.5090000000000001,0.121,3.0,10.8
11492,Montrose Beach,21.8,0.54,1.661,0.142,3.0,9.7
9370,Osterman Beach,22.6,7.86,1.482,0.297,4.0,10.8
6117,Montrose Beach,17.1,0.8,1.733,0.19699999999999998,3.0,11.9
4369,Ohio Street Beach,20.3,1.94,1.5959999999999999,0.122,5.0,10.5
3586,Osterman Beach,16.4,0.76,1.078,0.115,2.0,11.1
5148,Osterman Beach,13.5,0.67,1.266,0.13699999999999998,2.0,12.1
11150,Osterman Beach,22.5,0.65,1.273,0.162,3.0,10.0
964,63rd Street Beach,16.4,1.65,1.68,0.212,3.0,12.0
598,Calumet Beach,19.6,3.23,1.474,0.252,6.0,11.3
8881,Calumet Beach,22.0,1.04,1.4369999999999998,0.081,2.0,10.9
241,Calumet Beach,18.4,0.96,1.274,0.111,3.0,11.5
2354,Ohio Street Beach,18.9,0.95,1.7619999999999998,0.099,2.0,11.0
240,Montrose Beach,16.5,0.37,1.1840000000000002,0.11800000000000001,3.0,11.7
1063,Osterman Beach,16.8,3.19,1.212,0.121,4.0,12.2
577,Ohio Street Beach,16.0,6.64,1.686,0.37200000000000005,5.0,11.9
2197,63rd Street Beach,18.8,3.13,1.659,0.163,3.0,11.4
1567,63rd Street Beach,16.8,0.51,1.341,0.11199999999999999,9.0,11.6
5196,63rd Street Beach,17.4,1.24,1.8,0.294,4.0,11.6
9601,Calumet Beach,22.5,1.94,1.445,0.16,4.0,10.8
8878,Montrose Beach,20.5,0.29,1.7309999999999999,0.12300000000000001,3.0,11.1
8500,Ohio Street Beach,19.7,2.08,1.8119999999999998,0.10099999999999999,3.0,10.8
859,63rd Street Beach,25.4,3.45,-0.07200000000000001,0.031,9.0,12.2
5916,Ohio Street Beach,17.9,0.68,1.8030000000000002,0.102,4.0,11.5
2815,Ohio Street Beach,18.3,1.58,1.74,0.217,4.0,10.9
11017,Montrose Beach,23.2,2.2,1.787,0.221,3.0,10.4
5517,Osterman Beach,15.1,0.4,1.304,0.225,4.0,11.9
10055,Ohio Street Beach,22.6,4.93,1.777,0.195,6.0,10.4
27,Calumet Beach,16.3,1.62,1.5190000000000001,0.159,4.0,11.7
11371,Osterman Beach,22.8,2.87,1.38,0.26,4.0,9.6
4128,Rainbow Beach,16.4,0.82,1.51,0.10300000000000001,5.0,10.5
10993,Calumet Beach,23.8,0.96,1.4580000000000002,0.145,3.0,10.2
11206,Calumet Beach,23.9,0.43,1.485,0.11800000000000001,3.0,9.9
2236,Ohio Street Beach,17.9,0.67,1.751,0.128,2.0,11.0
2763,Calumet Beach,19.9,1.49,1.52,0.165,4.0,10.7
4585,Calumet Beach,19.7,0.54,1.449,0.151,2.0,12.5
3326,Montrose Beach,15.7,0.18,1.63,0.105,4.0,10.7
3263,Rainbow Beach,17.8,0.95,1.5,0.14300000000000002,3.0,10.9
205,Calumet Beach,18.7,1.25,1.423,0.109,9.0,11.6
2481,Ohio Street Beach,18.3,0.82,1.715,0.078,7.0,11.0
10684,Ohio Street Beach,23.2,13.8,1.733,0.127,2.0,10.1
8050,Montrose Beach,18.4,14.23,1.695,0.185,3.0,11.3
3716,Ohio Street Beach,16.9,1.28,1.7180000000000002,0.225,4.0,10.6
10451,Calumet Beach,21.8,1.46,1.4569999999999999,0.166,6.0,10.5
3163,63rd Street Beach,19.4,0.44,1.732,0.14,3.0,11.1
10716,Ohio Street Beach,23.0,14.21,1.742,0.067,7.0,10.1
3491,63rd Street Beach,14.7,0.93,1.8259999999999998,0.212,3.0,11.0
2940,Osterman Beach,18.2,3.14,1.341,0.16399999999999998,3.0,11.3
10516,Montrose Beach,22.6,4.15,1.6680000000000001,0.17300000000000001,4.0,10.7
144,Calumet Beach,17.8,1.76,1.518,0.096,3.0,11.6
10595,Calumet Beach,23.1,0.87,1.33,0.081,4.0,10.4
6870,Ohio Street Beach,17.9,4.13,1.7009999999999998,0.18600000000000003,4.0,11.1
3567,Calumet Beach,18.7,3.64,1.271,0.079,2.0,10.4
11048,Calumet Beach,23.6,0.65,1.435,0.17600000000000002,3.0,10.1
11062,Osterman Beach,24.2,2.16,1.4609999999999999,0.255,4.0,10.1
1064,Ohio Street Beach,16.0,2.28,1.5919999999999999,0.107,4.0,11.4
10410,Ohio Street Beach,21.6,20.51,1.8530000000000002,0.27399999999999997,5.0,10.2
4823,Calumet Beach,22.4,0.55,1.515,0.109,3.0,12.2
9330,Ohio Street Beach,22.2,2.17,1.829,0.182,3.0,10.6
11179,Montrose Beach,22.0,0.5,1.702,0.09300000000000001,10.0,10.2
9730,Ohio Street Beach,22.3,6.56,1.778,0.25,4.0,10.5
7350,Rainbow Beach,0.0,0.0,1.7009999999999998,0.107,6.0,9.7
6652,63rd Street Beach,19.1,0.76,1.828,0.111,8.0,11.4
10754,Ohio Street Beach,22.9,10.4,1.804,0.08800000000000001,3.0,10.0
4905,Montrose Beach,16.5,0.19,1.6840000000000002,0.174,2.0,12.1
4177,Calumet Beach,19.0,1.16,1.4369999999999998,0.059000000000000004,4.0,10.2
3276,Calumet Beach,21.7,1.22,1.4340000000000002,0.126,3.0,10.5
4699,63rd Street Beach,21.0,0.45,1.8980000000000001,0.239,3.0,12.1
1936,Ohio Street Beach,17.8,1.49,1.749,0.158,3.0,11.1
890,Ohio Street Beach,15.8,5.55,1.624,0.13,4.0,11.5
5121,Montrose Beach,13.6,0.46,1.7009999999999998,0.11599999999999999,5.0,12.3
3165,Osterman Beach,18.9,0.99,1.291,0.16899999999999998,4.0,11.2
326,Calumet Beach,18.9,0.9,1.392,0.14400000000000002,2.0,11.5
5131,Calumet Beach,16.6,1.67,1.385,0.069,3.0,12.0
2542,Rainbow Beach,19.4,0.47,1.5090000000000001,0.085,4.0,11.1
9456,Calumet Beach,22.9,5.54,1.4980000000000002,0.233,3.0,10.8
2135,Rainbow Beach,18.0,2.69,1.518,0.19899999999999998,4.0,11.2
1026,Montrose Beach,17.1,2.42,1.569,0.165,2.0,11.2
9283,Calumet Beach,23.3,0.66,1.486,0.127,2.0,10.8
4725,Osterman Beach,18.8,1.37,1.368,0.24100000000000002,3.0,12.6
308,Calumet Beach,20.0,0.88,1.369,0.092,3.0,11.5
545,Montrose Beach,16.6,2.17,1.415,0.35200000000000004,4.0,11.4
8709,Ohio Street Beach,21.9,2.01,1.817,0.142,3.0,10.7
7357,Calumet Beach,18.1,2.22,1.473,0.095,2.0,11.3
3051,Calumet Beach,20.8,0.86,1.501,0.107,2.0,10.6
11289,Ohio Street Beach,23.3,7.76,1.72,0.11800000000000001,3.0,9.3
6182,Rainbow Beach,19.1,0.67,1.646,0.096,7.0,11.3
9614,Calumet Beach,22.6,1.99,1.433,0.152,3.0,10.8
1297,Rainbow Beach,16.1,0.63,1.466,0.12,3.0,11.6
2520,63rd Street Beach,19.6,0.49,1.681,0.085,2.0,11.3
10783,Calumet Beach,25.4,0.51,1.454,0.17,3.0,10.1
3996,Rainbow Beach,19.4,0.84,1.7269999999999999,0.188,2.0,8.3
1311,63rd Street Beach,18.5,0.45,1.745,0.115,4.0,11.7
7938,Montrose Beach,20.0,13.12,1.723,0.183,4.0,11.4
9033,Osterman Beach,21.6,1.71,1.444,0.23399999999999999,3.0,10.9
1949,Rainbow Beach,17.5,2.39,1.599,0.2,3.0,11.3
372,Calumet Beach,17.7,3.04,1.464,0.16399999999999998,4.0,11.4
5269,Montrose Beach,15.1,0.35,1.594,0.09699999999999999,3.0,12.2
219,Calumet Beach,18.0,1.03,1.37,0.127,2.0,11.6
10640,Ohio Street Beach,23.9,4.87,1.7480000000000002,0.128,2.0,10.1
2214,Calumet Beach,19.0,1.12,1.4769999999999999,0.10099999999999999,2.0,10.8
2392,Calumet Beach,19.7,1.04,1.4080000000000001,0.086,2.0,10.7
4843,Montrose Beach,16.6,0.45,1.7590000000000001,0.19,3.0,12.6
960,Osterman Beach,14.9,3.58,1.281,0.132,3.0,12.3
4895,Ohio Street Beach,20.5,0.92,1.743,0.14400000000000002,3.0,11.8
8845,Osterman Beach,20.7,0.58,1.422,0.08,4.0,11.0
10446,Ohio Street Beach,21.4,20.68,1.841,0.25,5.0,10.2
11046,Osterman Beach,23.6,2.21,1.455,0.23399999999999999,3.0,10.1
1271,Rainbow Beach,15.7,0.77,1.507,0.107,3.0,11.6
647,Montrose Beach,15.6,23.42,1.65,0.289,3.0,11.3
7997,Calumet Beach,19.2,4.07,1.518,0.07200000000000001,4.0,11.2
3288,Calumet Beach,21.3,1.13,1.385,0.126,3.0,10.5
5018,Montrose Beach,14.7,0.69,1.639,0.099,9.0,12.4
3471,Rainbow Beach,14.5,0.82,1.297,0.174,3.0,10.8
10434,Ohio Street Beach,21.7,21.87,1.886,0.25,5.0,10.2
5911,Ohio Street Beach,18.0,0.47,1.795,0.11,4.0,11.5
8096,Ohio Street Beach,21.7,3.78,1.774,0.21100000000000002,3.0,10.9
8343,Montrose Beach,19.2,3.14,1.714,0.078,8.0,11.3
4944,Montrose Beach,15.2,0.5,1.6869999999999998,0.10800000000000001,4.0,12.5
9373,Montrose Beach,22.1,2.26,1.78,0.304,4.0,11.0
1699,Montrose Beach,16.5,0.45,1.6340000000000001,0.163,2.0,11.0
6460,Osterman Beach,17.0,1.02,1.3719999999999999,0.122,2.0,11.6
7187,Montrose Beach,17.2,12.12,1.766,0.32,4.0,11.5
8716,Calumet Beach,22.1,1.41,1.4769999999999999,0.098,4.0,11.0
11430,Osterman Beach,23.2,2.85,1.3230000000000002,0.228,4.0,9.5
6891,Rainbow Beach,0.0,0.0,1.829,0.541,6.0,10.9
535,Calumet Beach,20.4,1.74,1.415,0.20600000000000002,3.0,11.3
264,Montrose Beach,16.5,0.3,1.208,0.09699999999999999,3.0,11.7
1212,Ohio Street Beach,16.4,1.94,1.7,0.122,2.0,11.4
11173,Ohio Street Beach,23.4,27.85,1.88,0.087,6.0,9.5
7985,Calumet Beach,20.8,5.2,1.4240000000000002,0.109,3.0,11.1
3757,Ohio Street Beach,15.9,1.38,1.758,0.203,4.0,10.6
11251,Montrose Beach,23.5,1.09,1.7819999999999998,0.244,3.0,10.2
433,Calumet Beach,19.7,1.19,1.511,0.12,2.0,11.4
11249,Ohio Street Beach,24.0,4.97,1.7730000000000001,0.161,3.0,9.4
11136,Calumet Beach,24.3,0.28,1.3219999999999998,0.053,6.0,10.0
3133,Calumet Beach,21.2,0.86,1.492,0.171,2.0,10.6
9737,Osterman Beach,22.9,6.47,1.344,0.28300000000000003,4.0,10.8
1625,Calumet Beach,20.8,0.84,1.44,0.111,2.0,10.9
5197,Montrose Beach,15.0,1.54,1.6880000000000002,0.317,4.0,12.1
6714,Calumet Beach,19.4,1.13,1.415,0.049,10.0,11.6
10065,Osterman Beach,22.1,8.09,1.3659999999999999,0.233,4.0,10.7
2377,Osterman Beach,17.3,0.66,1.3159999999999998,0.11699999999999999,4.0,11.5
11408,Ohio Street Beach,23.9,14.49,1.6369999999999998,0.168,4.0,8.8
3991,Calumet Beach,21.0,2.49,1.589,0.142,2.0,10.2
11275,Montrose Beach,22.4,0.79,1.819,0.213,3.0,10.2
1242,63rd Street Beach,16.6,0.74,1.6269999999999998,0.146,3.0,11.7
330,Calumet Beach,18.5,1.52,1.406,0.21600000000000003,3.0,11.5
6742,Ohio Street Beach,21.1,1.05,1.722,0.11,2.0,11.3
4393,Ohio Street Beach,20.7,1.19,1.64,0.11199999999999999,2.0,10.5
5250,63rd Street Beach,16.7,0.58,1.696,0.138,4.0,11.7
11010,Montrose Beach,23.5,1.76,1.781,0.266,4.0,10.4
8201,Calumet Beach,20.3,2.36,1.425,0.059000000000000004,3.0,11.1
396,Montrose Beach,20.0,3.03,1.406,0.159,3.0,11.5
6281,Ohio Street Beach,22.0,1.13,1.8130000000000002,0.162,3.0,11.4
6595,Ohio Street Beach,20.3,1.39,1.758,0.077,6.0,11.3
5869,Osterman Beach,18.8,1.29,1.349,0.18100000000000002,5.0,11.8
2113,63rd Street Beach,17.4,0.91,1.777,0.217,3.0,11.4
41,Montrose Beach,13.9,5.57,1.3980000000000001,0.244,4.0,11.8
5484,Calumet Beach,19.4,1.41,1.42,0.122,3.0,11.8
10493,Osterman Beach,22.2,3.02,1.391,0.203,4.0,10.5
3748,63rd Street Beach,15.5,1.45,1.723,0.26,5.0,10.8
8437,Calumet Beach,20.5,1.35,1.4380000000000002,0.07,4.0,11.0
1337,Rainbow Beach,16.9,0.81,1.386,0.11599999999999999,3.0,11.5
4640,Montrose Beach,17.3,0.61,1.775,0.161,3.0,12.7
7202,Calumet Beach,18.9,5.8,1.524,0.157,4.0,11.4
12,Montrose Beach,14.4,4.87,1.3659999999999999,0.341,3.0,11.9
5005,63rd Street Beach,16.0,1.32,1.6980000000000002,0.08900000000000001,4.0,11.8
5607,Calumet Beach,18.2,0.96,1.4909999999999999,0.146,6.0,11.8
1955,Rainbow Beach,17.3,2.18,1.41,0.166,4.0,11.3
1171,Montrose Beach,17.0,1.94,1.6280000000000001,0.14400000000000002,4.0,11.1
4469,Ohio Street Beach,20.4,1.78,1.636,0.13,7.0,10.5
10365,Montrose Beach,21.7,2.65,1.7719999999999998,0.26,3.0,10.7
5793,Calumet Beach,18.3,1.21,1.444,0.142,3.0,11.7
2663,63rd Street Beach,19.8,0.48,1.713,0.243,3.0,11.2
8395,Calumet Beach,20.0,1.5,1.4609999999999999,0.11,2.0,11.1
3974,Montrose Beach,21.2,1.05,1.775,0.205,2.0,10.4
3260,Montrose Beach,20.3,0.25,1.672,0.155,4.0,10.7
2211,Osterman Beach,16.5,0.88,1.261,0.13,2.0,11.5
6111,Montrose Beach,17.3,0.7,1.7309999999999999,0.19399999999999998,2.0,11.9
5119,Calumet Beach,16.8,1.49,1.499,0.079,2.0,12.0
2263,63rd Street Beach,19.4,0.37,1.7169999999999999,0.102,4.0,11.3
11344,Ohio Street Beach,24.4,7.62,1.8159999999999998,0.2,3.0,9.3
1452,Rainbow Beach,19.0,0.75,1.445,0.091,5.0,11.5
10249,Montrose Beach,22.2,4.25,1.6469999999999998,0.124,5.0,10.8
5633,Montrose Beach,15.6,2.93,1.661,0.311,5.0,12.0
4838,Osterman Beach,18.0,0.57,1.349,0.2,3.0,12.4
2262,Calumet Beach,20.8,0.89,1.44,0.07200000000000001,3.0,10.7
4474,Osterman Beach,16.5,0.7,1.226,0.125,3.0,10.8
3480,Montrose Beach,15.9,0.74,1.5319999999999998,0.245,3.0,10.6
256,Montrose Beach,17.0,0.29,1.25,0.106,6.0,11.7
5728,Osterman Beach,16.7,0.17,1.331,0.24100000000000002,4.0,11.8
6713,Rainbow Beach,18.6,0.71,1.557,0.071,6.0,11.2
9722,Ohio Street Beach,22.4,671.41,1.785,0.278,4.0,10.5
2288,Ohio Street Beach,19.1,0.85,1.662,0.184,3.0,11.0
5656,Montrose Beach,15.8,3.1,1.704,0.301,5.0,12.0
2414,Rainbow Beach,19.1,1.47,1.554,0.146,2.0,11.2
9887,Montrose Beach,22.0,11.44,1.7730000000000001,0.47700000000000004,7.0,10.9
5010,Calumet Beach,17.9,1.85,1.4180000000000001,0.092,2.0,12.0
298,Calumet Beach,20.3,0.84,1.4040000000000001,0.124,3.0,11.5
10876,Ohio Street Beach,23.9,15.15,1.758,0.149,3.0,9.9
9083,Osterman Beach,21.3,4.66,1.4469999999999998,0.233,3.0,10.9
10147,Ohio Street Beach,22.0,4.09,1.8319999999999999,0.22399999999999998,5.0,10.4
114,Calumet Beach,17.6,1.44,1.508,0.163,3.0,11.6
2988,Osterman Beach,20.7,2.89,1.3969999999999998,0.16399999999999998,5.0,11.3
9037,Osterman Beach,21.6,2.87,1.435,0.233,3.0,10.9
5639,Montrose Beach,15.7,2.56,1.756,0.316,4.0,12.0
9325,Osterman Beach,22.9,7.14,1.4509999999999998,0.3,3.0,10.9
9277,Osterman Beach,22.2,1.96,1.44,0.16399999999999998,5.0,10.9
63,Montrose Beach,15.5,6.71,1.4,0.287,3.0,11.8
6597,Calumet Beach,21.8,1.97,1.473,0.073,3.0,11.6
163,Montrose Beach,17.7,2.49,1.38,0.22,3.0,11.8
1348,Montrose Beach,17.6,1.76,1.548,0.111,10.0,11.1
2194,Ohio Street Beach,18.0,0.85,1.624,0.127,3.0,11.1
10782,Ohio Street Beach,22.7,16.5,1.749,0.107,3.0,10.0
3804,Calumet Beach,18.7,2.17,1.54,0.154,2.0,10.3
8334,Osterman Beach,19.2,2.73,1.4240000000000002,0.07400000000000001,3.0,11.1
3539,Calumet Beach,19.0,3.71,1.331,0.135,3.0,10.4
8056,Ohio Street Beach,18.7,5.33,1.765,0.126,3.0,10.9
11538,Montrose Beach,19.1,0.72,1.594,0.10400000000000001,4.0,9.5
10322,Osterman Beach,23.1,3.55,1.301,0.145,3.0,10.6
968,Rainbow Beach,16.9,2.27,1.465,0.244,3.0,11.9
4906,Osterman Beach,16.4,0.28,1.347,0.177,2.0,12.0
412,Montrose Beach,17.3,1.27,1.327,0.125,6.0,11.5
3469,Osterman Beach,16.8,0.74,0.96,0.21600000000000003,3.0,11.2
5416,Ohio Street Beach,17.2,0.78,1.7280000000000002,0.09,4.0,11.7
2055,Osterman Beach,16.6,0.99,1.3159999999999998,0.203,3.0,11.5
8874,Osterman Beach,20.1,0.7,1.4369999999999998,0.084,4.0,11.0
10725,Calumet Beach,22.7,0.41,1.4780000000000002,0.057999999999999996,5.0,10.3
10387,Ohio Street Beach,22.1,9.92,1.828,0.109,2.0,10.3
6780,Rainbow Beach,14.5,0.93,1.455,0.092,3.0,11.1
501,Ohio Street Beach,17.2,1.4,1.535,0.08900000000000001,7.0,12.1
634,Calumet Beach,17.8,2.69,1.413,0.16899999999999998,5.0,11.2
689,Montrose Beach,16.0,27.1,1.642,0.247,4.0,11.3
3484,Calumet Beach,19.2,3.54,1.111,0.184,4.0,10.5
10733,Osterman Beach,22.8,0.64,1.389,0.107,3.0,10.3
10289,Calumet Beach,21.6,0.75,1.286,0.062,6.0,10.5
10029,Montrose Beach,21.2,15.06,1.764,0.43700000000000006,5.0,10.8
9783,Calumet Beach,22.8,0.8,1.4680000000000002,0.162,5.0,10.7
5037,Montrose Beach,17.7,0.12,1.683,0.11,3.0,9.4
11416,Montrose Beach,22.7,2.3,1.633,0.111,3.0,9.8
9525,Ohio Street Beach,23.9,3.31,1.819,0.201,4.0,10.6
8974,Montrose Beach,20.1,1.49,1.6980000000000002,0.18100000000000002,3.0,11.1
5137,Calumet Beach,15.8,1.09,1.301,0.077,7.0,12.0
192,Calumet Beach,18.2,1.34,1.443,0.126,3.0,11.6
3386,Rainbow Beach,15.3,0.78,1.415,0.1,4.0,10.8
2662,Calumet Beach,20.1,0.74,1.452,0.128,3.0,10.7
1821,Montrose Beach,16.3,4.11,1.597,0.28800000000000003,3.0,11.0
11232,Osterman Beach,22.8,0.41,1.3559999999999999,0.19699999999999998,4.0,9.9
3216,Calumet Beach,20.7,0.85,1.3630000000000002,0.08199999999999999,2.0,10.5
11542,Montrose Beach,19.1,0.83,1.66,0.10099999999999999,8.0,9.5
3373,Ohio Street Beach,19.4,1.6,1.511,0.099,2.0,10.8
5123,Ohio Street Beach,19.6,1.45,1.781,0.094,3.0,11.9
6004,Calumet Beach,19.2,1.03,1.5,0.109,2.0,11.7
9256,Montrose Beach,21.4,4.14,1.743,0.215,3.0,11.0
5502,Calumet Beach,18.5,1.12,1.455,0.107,3.0,11.8
7860,Calumet Beach,18.7,5.19,1.514,0.192,7.0,11.2
9340,Montrose Beach,21.9,4.67,1.7480000000000002,0.267,3.0,11.0
4216,Ohio Street Beach,17.1,1.85,1.6369999999999998,0.078,2.0,10.5
2272,Calumet Beach,19.8,0.93,1.476,0.092,3.0,10.8
3488,Ohio Street Beach,18.5,2.72,1.247,0.125,3.0,10.7
2142,Calumet Beach,19.1,0.71,1.42,0.127,3.0,10.8
11464,Ohio Street Beach,23.9,10.8,1.705,0.153,3.0,8.8
5006,Montrose Beach,15.2,1.84,1.683,0.106,3.0,12.4
2665,Osterman Beach,18.2,0.69,1.341,0.19699999999999998,3.0,11.4
7136,Ohio Street Beach,17.8,3.52,1.709,0.13699999999999998,3.0,11.1
4173,Montrose Beach,17.3,0.62,1.6280000000000001,0.09300000000000001,8.0,10.4
2840,Ohio Street Beach,18.9,1.31,1.794,0.17300000000000001,4.0,10.9
5493,Osterman Beach,15.9,0.75,1.26,0.131,3.0,11.9
242,Montrose Beach,16.8,0.36,1.205,0.122,4.0,11.7
8,Calumet Beach,16.5,1.32,1.537,0.185,4.0,11.7
9699,Calumet Beach,23.0,0.7,1.5190000000000001,0.141,3.0,10.7
7000,Rainbow Beach,0.0,0.0,1.869,0.518,7.0,10.9
6672,Osterman Beach,16.1,0.96,1.3530000000000002,0.142,2.0,11.6
8228,Calumet Beach,20.6,2.19,1.425,0.063,3.0,11.1
3960,Rainbow Beach,19.5,0.71,1.6980000000000002,0.207,3.0,10.6
10241,Montrose Beach,22.3,4.38,1.666,0.217,3.0,10.8
856,Montrose Beach,15.8,13.55,1.575,0.192,5.0,11.2
8694,Ohio Street Beach,20.6,2.16,1.794,0.095,6.0,10.8
4471,Calumet Beach,17.5,2.09,1.33,0.10300000000000001,3.0,12.6
6333,Montrose Beach,18.6,0.48,1.7209999999999999,0.11,4.0,11.8
4661,Rainbow Beach,20.0,0.7,1.5730000000000002,0.166,4.0,12.0
2139,Osterman Beach,16.4,0.79,1.3530000000000002,0.168,3.0,11.6
10761,Osterman Beach,22.9,0.8,1.35,0.16699999999999998,3.0,10.3
